Data_Venda,Canal_de_Venda,Local_de_Venda,PAX,Monetario_Vendido,RPK
1/22/2017,Porta a Porta,Ellipsis,636,"20,063.68",35053
1/22/2017,Porta a Porta,Mindscape,688,"26,764.88",82744
1/22/2017,TeleVenda,Arena,183,"14,721.34",27421
1/22/2017,Telegrafo,Ellipsis,48,"2,632.38",2866
1/22/2017,Telegrafo,Vast,62,"4,086.98",3015
1/22/2017,TeleVenda,Ellipsis,1534,"49,885.16",85311
1/22/2017,TeleVenda,Mindscape,118,"8,516.48",14087
1/22/2017,TeleVenda,Mindscape,1536,"68,966.16",186486
1/22/2017,TeleVenda,Ellipsis,218,"13,638.39",13588
1/22/2017,Telegrafo,Arena,121,"6,401.97",18023
1/22/2017,Porta a Porta,Vast,781,"24,190.45",37704
1/22/2017,TeleVenda,Vast,2092,"76,993.90",97717
1/22/2017,Telegrafo,Mindscape,58,"3,842.73",6932
1/23/2017,TeleVenda,Arena,1849,"56,125.42",286146
1/23/2017,TeleVenda,Ellipsis,993,"21,867.90",56631
1/23/2017,Porta a Porta,Arena,1771,"60,304.43",266498
1/23/2017,Porta a Porta,Mindscape,743,"23,790.08",83771
1/23/2017,TeleVenda,Vast,100,"5,611.83",4710
1/23/2017,TeleVenda,Mindscape,914,"26,408.85",111619
1/23/2017,Porta a Porta,Vast,784,"18,026.51",38101
1/23/2017,Telegrafo,Ellipsis,45,"1,657.72",2495
1/23/2017,Telegrafo,Vast,66,"2,380.37",3066
1/23/2017,Porta a Porta,Ellipsis,703,"17,602.32",38715
1/23/2017,TeleVenda,Vast,1035,"20,934.07",50717
1/23/2017,TeleVenda,Ellipsis,105,"5,706.61",6593
1/23/2017,Telegrafo,Mindscape,59,"4,410.30",8910
1/23/2017,TeleVenda,Arena,116,"7,803.41",16601
1/23/2017,TeleVenda,Mindscape,81,"4,346.77",8944
1/23/2017,Telegrafo,Arena,182,"8,623.65",27269
1/24/2017,TeleVenda,Vast,948,"18,386.76",45074
1/24/2017,TeleVenda,Mindscape,58,"3,502.08",6362
1/24/2017,Porta a Porta,Ellipsis,813,"20,404.00",44077
1/24/2017,Porta a Porta,Mindscape,825,"25,973.03",95385
1/24/2017,TeleVenda,Arena,96,"5,752.90",14009
1/24/2017,TeleVenda,Mindscape,794,"21,028.66",98409
1/24/2017,TeleVenda,Ellipsis,892,"18,606.68",49895
1/24/2017,TeleVenda,Vast,98,"5,802.47",4601
1/24/2017,Porta a Porta,Vast,886,"20,975.75",43750
1/24/2017,TeleVenda,Arena,1302,"38,620.89",195723
1/24/2017,Telegrafo,Arena,111,"5,604.39",17238
1/24/2017,Telegrafo,Ellipsis,41,"1,869.66",2480
1/24/2017,TeleVenda,Ellipsis,78,"3,994.15",4642
1/24/2017,Porta a Porta,Arena,1454,"51,562.37",216770
1/24/2017,Telegrafo,Vast,51,"1,922.33",2491
1/24/2017,Telegrafo,Mindscape,40,"1,982.48",5439
1/25/2017,Telegrafo,Vast,69,"4,457.50",3199
1/25/2017,TeleVenda,Arena,203,"14,312.05",29980
1/25/2017,Porta a Porta,Arena,1030,"42,719.24",149474
1/25/2017,TeleVenda,Arena,1862,"72,989.68",277070
1/25/2017,TeleVenda,Vast,2240,"75,394.48",107484
1/25/2017,TeleVenda,Ellipsis,259,"16,868.79",15214
1/25/2017,TeleVenda,Ellipsis,1613,"47,984.98",87760
1/25/2017,TeleVenda,Mindscape,1670,"69,253.36",198465
1/25/2017,Telegrafo,Mindscape,92,"5,333.65",10871
1/25/2017,Porta a Porta,Ellipsis,942,"27,485.42",51122
1/25/2017,Telegrafo,Arena,107,"5,759.03",16133
1/25/2017,TeleVenda,Vast,280,"19,304.46",13746
1/25/2017,Telegrafo,Ellipsis,57,"2,994.48",3316
1/25/2017,Porta a Porta,Mindscape,989,"36,556.39",115598
1/25/2017,TeleVenda,Mindscape,148,"9,343.58",17083
1/25/2017,Porta a Porta,Vast,1092,"31,680.15",54279
1/26/2017,Telegrafo,Mindscape,71,"4,851.60",9283
1/26/2017,TeleVenda,Ellipsis,1549,"48,576.79",84674
1/26/2017,Telegrafo,Vast,59,"2,733.70",2849
1/26/2017,TeleVenda,Vast,266,"17,608.30",13336
1/26/2017,TeleVenda,Mindscape,1591,"67,336.93",188546
1/26/2017,TeleVenda,Arena,1720,"67,177.59",250746
1/26/2017,TeleVenda,Vast,2185,"75,756.98",102905
1/26/2017,TeleVenda,Mindscape,145,"9,538.20",15930
1/26/2017,TeleVenda,Ellipsis,277,"18,451.46",16382
1/26/2017,Porta a Porta,Ellipsis,659,"20,912.06",36340
1/26/2017,Porta a Porta,Arena,757,"34,120.02",106168
1/26/2017,Telegrafo,Arena,114,"6,089.96",16505
1/26/2017,Porta a Porta,Vast,998,"30,422.47",47956
1/26/2017,Porta a Porta,Mindscape,842,"31,952.63",98899
1/26/2017,TeleVenda,Arena,181,"13,726.17",27042
1/26/2017,Telegrafo,Ellipsis,55,"3,007.50",3348
1/27/2017,TeleVenda,Vast,251,"15,232.24",12430
1/27/2017,TeleVenda,Ellipsis,248,"15,812.57",15193
1/27/2017,Telegrafo,Vast,80,"3,751.96",3814
1/27/2017,TeleVenda,Mindscape,1761,"76,492.85",211147
1/27/2017,Porta a Porta,Mindscape,864,"33,535.52",102735
1/27/2017,TeleVenda,Vast,2382,"80,510.37",113440
1/27/2017,Telegrafo,Mindscape,79,"5,621.46",9843
1/27/2017,Porta a Porta,Ellipsis,706,"21,687.27",37211
1/27/2017,Telegrafo,Ellipsis,59,"3,070.46",3524
1/27/2017,TeleVenda,Mindscape,164,"9,755.20",18182
1/27/2017,Porta a Porta,Arena,810,"37,296.64",114438
1/27/2017,Telegrafo,Arena,146,"7,901.43",18762
1/27/2017,TeleVenda,Arena,197,"13,521.46",28868
1/27/2017,TeleVenda,Arena,1944,"76,366.00",285330
1/27/2017,TeleVenda,Ellipsis,1708,"53,721.85",94199
1/27/2017,Porta a Porta,Vast,946,"28,428.78",44357
1/28/2017,Telegrafo,Vast,78,"3,182.45",3830
1/28/2017,Telegrafo,Ellipsis,49,"2,390.15",2921
1/28/2017,TeleVenda,Vast,254,"16,083.33",12495
1/28/2017,TeleVenda,Ellipsis,1420,"44,351.06",79512
1/28/2017,Telegrafo,Mindscape,85,"4,619.38",10578
1/28/2017,TeleVenda,Mindscape,168,"10,701.62",17988
1/28/2017,Porta a Porta,Arena,826,"36,943.51",119359
1/28/2017,Porta a Porta,Mindscape,790,"30,511.85",94400
1/28/2017,TeleVenda,Vast,2092,"70,876.84",99519
1/28/2017,TeleVenda,Arena,1739,"69,706.13",257050
1/28/2017,Porta a Porta,Ellipsis,695,"21,421.33",37729
1/28/2017,TeleVenda,Mindscape,1550,"66,090.81",191052
1/28/2017,Telegrafo,Arena,102,"5,384.45",13515
1/28/2017,Porta a Porta,Vast,931,"28,587.88",44299
1/28/2017,TeleVenda,Ellipsis,223,"14,322.75",13730
1/28/2017,TeleVenda,Arena,183,"12,524.26",26827
1/29/2017,TeleVenda,Arena,208,"15,218.23",31432
1/29/2017,TeleVenda,Mindscape,146,"9,649.52",17122
1/29/2017,Telegrafo,Ellipsis,46,"2,010.66",2541
1/29/2017,TeleVenda,Vast,271,"18,149.24",13474
1/29/2017,TeleVenda,Arena,1618,"67,473.69",240070
1/29/2017,Telegrafo,Arena,95,"5,020.71",13094
1/29/2017,Telegrafo,Vast,63,"3,322.49",2963
1/29/2017,Porta a Porta,Ellipsis,585,"18,423.33",31547
1/29/2017,Porta a Porta,Mindscape,658,"25,802.97",76101
1/29/2017,TeleVenda,Vast,2084,"76,613.02",99188
1/29/2017,TeleVenda,Ellipsis,1417,"46,924.77",78770
1/29/2017,Telegrafo,Mindscape,76,"6,250.93",9382
1/29/2017,TeleVenda,Ellipsis,217,"14,728.51",13240
1/29/2017,Porta a Porta,Vast,871,"27,115.62",41265
1/29/2017,TeleVenda,Mindscape,1504,"68,299.00",180980
1/29/2017,Porta a Porta,Arena,645,"29,840.26",91025
1/30/2017,Porta a Porta,Ellipsis,778,"17,574.72",43126
1/30/2017,TeleVenda,Mindscape,63,"3,456.33",6686
1/30/2017,Telegrafo,Mindscape,56,"3,804.86",8058
1/30/2017,TeleVenda,Vast,1002,"18,953.79",49663
1/30/2017,Porta a Porta,Arena,675,"27,185.18",94922
1/30/2017,TeleVenda,Ellipsis,935,"19,090.48",53919
1/30/2017,Telegrafo,Arena,78,"4,527.58",11962
1/30/2017,TeleVenda,Mindscape,841,"23,157.40",101996
1/30/2017,TeleVenda,Vast,116,"6,218.33",5664
1/30/2017,Porta a Porta,Vast,862,"18,322.73",43801
1/30/2017,Telegrafo,Vast,52,"2,132.30",2481
1/30/2017,Porta a Porta,Mindscape,681,"21,750.53",78636
1/30/2017,TeleVenda,Arena,1085,"34,544.95",157679
1/30/2017,TeleVenda,Ellipsis,93,"5,723.32",5420
1/30/2017,TeleVenda,Arena,109,"6,780.70",16072
1/30/2017,Telegrafo,Ellipsis,50,"1,788.73",2726
1/31/2017,TeleVenda,Vast,993,"18,701.02",48128
1/31/2017,TeleVenda,Ellipsis,825,"16,579.81",45913
1/31/2017,Telegrafo,Arena,56,"3,122.80",7803
1/31/2017,Porta a Porta,Arena,741,"30,770.65",101269
1/31/2017,TeleVenda,Arena,931,"28,709.92",133389
1/31/2017,Telegrafo,Mindscape,40,"3,140.95",5430
1/31/2017,Telegrafo,Ellipsis,42,"2,477.70",2449
1/31/2017,TeleVenda,Vast,88,"4,302.19",4094
1/31/2017,Telegrafo,Vast,52,"1,923.43",2654
1/31/2017,Porta a Porta,Vast,1042,"22,352.39",52086
1/31/2017,TeleVenda,Mindscape,772,"19,182.10",91028
1/31/2017,TeleVenda,Arena,93,"4,833.89",13497
1/31/2017,Porta a Porta,Mindscape,800,"25,991.43",92952
1/31/2017,Porta a Porta,Ellipsis,880,"20,235.08",47159
1/31/2017,TeleVenda,Mindscape,56,"2,703.77",5607
1/31/2017,TeleVenda,Ellipsis,81,"5,005.84",5232
2/1/2017,Porta a Porta,Arena,835,"37,319.30",119434
2/1/2017,Telegrafo,Arena,93,"4,775.68",13111
2/1/2017,Telegrafo,Vast,77,"3,462.78",3845
2/1/2017,TeleVenda,Arena,208,"13,491.70",31000
2/1/2017,Porta a Porta,Ellipsis,901,"25,985.70",48081
2/1/2017,Porta a Porta,Mindscape,933,"32,552.96",106392
2/1/2017,TeleVenda,Ellipsis,1471,"46,336.00",81105
2/1/2017,Porta a Porta,Vast,1153,"31,777.13",55675
2/1/2017,Telegrafo,Mindscape,79,"4,404.05",10845
2/1/2017,TeleVenda,Ellipsis,268,"17,007.12",15919
2/1/2017,TeleVenda,Mindscape,1540,"65,807.68",185117
2/1/2017,TeleVenda,Vast,335,"19,492.78",16502
2/1/2017,TeleVenda,Vast,2183,"76,719.03",101588
2/1/2017,TeleVenda,Arena,1561,"64,586.15",231771
2/1/2017,TeleVenda,Mindscape,172,"10,815.21",19437
2/1/2017,Telegrafo,Ellipsis,57,"3,356.84",3183
2/2/2017,Porta a Porta,Ellipsis,677,"20,875.92",35463
2/2/2017,TeleVenda,Arena,1475,"60,953.78",216394
2/2/2017,Telegrafo,Vast,67,"2,797.01",3103
2/2/2017,Porta a Porta,Arena,701,"33,437.48",101309
2/2/2017,TeleVenda,Mindscape,1520,"65,141.08",179375
2/2/2017,Porta a Porta,Mindscape,811,"31,076.27",94373
2/2/2017,Porta a Porta,Vast,1015,"30,499.99",48446
2/2/2017,TeleVenda,Ellipsis,304,"16,946.42",18061
2/2/2017,TeleVenda,Ellipsis,1380,"43,861.69",75411
2/2/2017,TeleVenda,Arena,235,"15,413.40",35267
2/2/2017,Telegrafo,Arena,109,"5,722.10",15595
2/2/2017,Telegrafo,Mindscape,55,"2,952.77",7167
2/2/2017,Telegrafo,Ellipsis,57,"3,253.18",3212
2/2/2017,TeleVenda,Vast,2157,"74,613.23",100194
2/2/2017,TeleVenda,Mindscape,172,"9,825.06",19898
2/2/2017,TeleVenda,Vast,384,"19,435.53",17930
2/3/2017,Telegrafo,Arena,115,"8,759.03",15485
2/3/2017,Telegrafo,Mindscape,66,"4,037.27",8375
2/3/2017,TeleVenda,Arena,238,"15,708.74",35523
2/3/2017,Porta a Porta,Mindscape,837,"33,074.39",100037
2/3/2017,TeleVenda,Mindscape,152,"9,652.62",17746
2/3/2017,Porta a Porta,Ellipsis,660,"20,674.70",36149
2/3/2017,TeleVenda,Arena,1554,"62,726.65",228586
2/3/2017,TeleVenda,Ellipsis,289,"16,775.68",17210
2/3/2017,Telegrafo,Vast,68,"4,137.66",3348
2/3/2017,Porta a Porta,Vast,914,"27,335.87",43556
2/3/2017,TeleVenda,Ellipsis,1386,"43,157.61",76213
2/3/2017,Porta a Porta,Arena,753,"34,910.22",108194
2/3/2017,Telegrafo,Ellipsis,53,"2,804.65",3387
2/3/2017,TeleVenda,Mindscape,1490,"66,871.32",179056
2/3/2017,TeleVenda,Vast,385,"20,670.67",18483
2/3/2017,TeleVenda,Vast,2026,"68,711.25",94516
2/4/2017,TeleVenda,Ellipsis,285,"17,217.11",17066
2/4/2017,Porta a Porta,Arena,923,"40,334.19",137384
2/4/2017,Porta a Porta,Ellipsis,795,"23,214.08",41945
2/4/2017,TeleVenda,Ellipsis,1507,"44,249.65",83550
2/4/2017,Telegrafo,Arena,109,"6,920.20",15268
2/4/2017,TeleVenda,Mindscape,162,"10,375.86",19484
2/4/2017,TeleVenda,Vast,2031,"65,785.54",93810
2/4/2017,Telegrafo,Mindscape,97,"7,068.43",13426
2/4/2017,Telegrafo,Vast,79,"4,299.38",3772
2/4/2017,TeleVenda,Arena,1761,"68,499.45",264391
2/4/2017,Porta a Porta,Vast,1016,"29,193.39",46916
2/4/2017,TeleVenda,Mindscape,1566,"64,005.58",195009
2/4/2017,Telegrafo,Ellipsis,60,"4,651.09",3285
2/4/2017,TeleVenda,Vast,384,"22,486.69",18242
2/4/2017,TeleVenda,Arena,184,"13,113.62",27303
2/4/2017,Porta a Porta,Mindscape,948,"33,975.93",114673
2/5/2017,TeleVenda,Arena,1887,"75,007.77",280358
2/5/2017,Telegrafo,Ellipsis,87,"8,330.06",4665
2/5/2017,Porta a Porta,Vast,1047,"29,168.57",48137
2/5/2017,TeleVenda,Ellipsis,298,"19,141.73",18071
2/5/2017,TeleVenda,Vast,347,"18,147.35",15992
2/5/2017,Porta a Porta,Mindscape,1031,"34,261.92",126027
2/5/2017,Porta a Porta,Arena,901,"37,139.19",126530
2/5/2017,TeleVenda,Mindscape,1733,"72,706.70",213328
2/5/2017,Telegrafo,Arena,113,"6,452.63",15921
2/5/2017,TeleVenda,Arena,407,"36,717.80",53880
2/5/2017,TeleVenda,Mindscape,162,"10,534.00",19909
2/5/2017,TeleVenda,Vast,2238,"75,881.81",103764
2/5/2017,Telegrafo,Mindscape,86,"6,894.32",11665
2/5/2017,Porta a Porta,Ellipsis,821,"22,871.09",44588
2/5/2017,Telegrafo,Vast,89,"5,447.94",4114
2/5/2017,TeleVenda,Ellipsis,1688,"50,458.32",93932
2/6/2017,TeleVenda,Vast,1987,"32,471.52",96252
2/6/2017,Telegrafo,Mindscape,137,"6,478.12",19683
2/6/2017,TeleVenda,Arena,3604,"89,861.39",529422
2/6/2017,Telegrafo,Ellipsis,95,"3,000.39",5211
2/6/2017,Porta a Porta,Vast,2500,"39,901.13",120150
2/6/2017,TeleVenda,Mindscape,91,"5,388.52",10306
2/6/2017,TeleVenda,Ellipsis,1957,"33,213.37",114494
2/6/2017,TeleVenda,Mindscape,2610,"55,433.17",332213
2/6/2017,Telegrafo,Vast,108,"3,055.52",5399
2/6/2017,TeleVenda,Arena,557,"52,388.24",68283
2/6/2017,Porta a Porta,Ellipsis,2284,"40,497.78",132854
2/6/2017,Telegrafo,Arena,208,"8,548.76",30926
2/6/2017,TeleVenda,Vast,172,"8,878.76",7816
2/6/2017,Porta a Porta,Arena,3797,"100,512.64",550210
2/6/2017,Porta a Porta,Mindscape,3221,"69,419.10",407242
2/6/2017,TeleVenda,Ellipsis,116,"5,994.25",7350
2/7/2017,TeleVenda,Vast,1737,"25,571.83",82084
2/7/2017,TeleVenda,Mindscape,2443,"42,511.44",342395
2/7/2017,Telegrafo,Vast,79,"2,491.01",3637
2/7/2017,Telegrafo,Ellipsis,72,"2,315.12",4373
2/7/2017,TeleVenda,Mindscape,60,"3,061.61",7479
2/7/2017,Telegrafo,Mindscape,108,"3,187.81",15824
2/7/2017,TeleVenda,Arena,370,"33,257.33",49777
2/7/2017,Telegrafo,Arena,160,"5,955.90",22913
2/7/2017,Porta a Porta,Vast,2658,"38,947.26",127406
2/7/2017,Porta a Porta,Arena,3551,"83,687.10",493489
2/7/2017,TeleVenda,Arena,2435,"55,021.41",346630
2/7/2017,Porta a Porta,Ellipsis,2291,"38,340.53",130273
2/7/2017,TeleVenda,Vast,140,"6,736.87",6370
2/7/2017,TeleVenda,Ellipsis,102,"5,145.73",6081
2/7/2017,TeleVenda,Ellipsis,1572,"25,077.73",91351
2/7/2017,Porta a Porta,Mindscape,3945,"70,297.00",537259
2/8/2017,Porta a Porta,Mindscape,2173,"52,714.73",266548
2/8/2017,Porta a Porta,Arena,1678,"51,442.22",230669
2/8/2017,Porta a Porta,Vast,1978,"40,193.08",93695
2/8/2017,TeleVenda,Mindscape,193,"12,743.30",23367
2/8/2017,TeleVenda,Arena,1998,"73,677.11",290138
2/8/2017,Telegrafo,Vast,78,"2,752.44",3614
2/8/2017,Telegrafo,Mindscape,90,"3,487.48",11410
2/8/2017,TeleVenda,Ellipsis,294,"19,384.20",17641
2/8/2017,Porta a Porta,Ellipsis,1653,"35,527.44",90922
2/8/2017,TeleVenda,Vast,2416,"72,906.55",113888
2/8/2017,TeleVenda,Arena,366,"30,865.44",52401
2/8/2017,TeleVenda,Ellipsis,1784,"48,718.00",99282
2/8/2017,Telegrafo,Arena,114,"5,826.98",16629
2/8/2017,TeleVenda,Vast,366,"21,438.55",17342
2/8/2017,Telegrafo,Ellipsis,82,"4,369.90",4734
2/8/2017,TeleVenda,Mindscape,2007,"69,982.43",250503
2/9/2017,TeleVenda,Vast,1984,"65,417.90",92789
2/9/2017,TeleVenda,Mindscape,141,"9,331.73",17120
2/9/2017,Telegrafo,Arena,79,"4,054.51",11986
2/9/2017,TeleVenda,Mindscape,1524,"66,754.14",186430
2/9/2017,TeleVenda,Ellipsis,1383,"43,268.03",76119
2/9/2017,Porta a Porta,Mindscape,819,"29,698.14",97716
2/9/2017,TeleVenda,Arena,190,"14,175.90",27081
2/9/2017,Porta a Porta,Arena,769,"34,168.40",113158
2/9/2017,Porta a Porta,Vast,995,"27,552.10",47180
2/9/2017,Telegrafo,Vast,66,"3,069.87",3306
2/9/2017,Telegrafo,Ellipsis,48,"2,518.91",2551
2/9/2017,TeleVenda,Arena,1602,"64,519.59",239627
2/9/2017,TeleVenda,Ellipsis,254,"15,343.09",14894
2/9/2017,TeleVenda,Vast,318,"18,711.65",15360
2/9/2017,Porta a Porta,Ellipsis,684,"20,708.65",36837
2/9/2017,Telegrafo,Mindscape,71,"4,472.57",8922
2/10/2017,TeleVenda,Arena,228,"16,422.00",33291
2/10/2017,TeleVenda,Ellipsis,1592,"49,684.36",90388
2/10/2017,Porta a Porta,Vast,989,"27,253.89",46368
2/10/2017,Porta a Porta,Arena,686,"30,758.90",99884
2/10/2017,TeleVenda,Vast,295,"18,037.54",14260
2/10/2017,Telegrafo,Mindscape,71,"4,688.09",9218
2/10/2017,Porta a Porta,Ellipsis,661,"20,167.51",36546
2/10/2017,Telegrafo,Vast,67,"3,218.93",3203
2/10/2017,TeleVenda,Ellipsis,239,"14,989.27",14269
2/10/2017,TeleVenda,Arena,1844,"76,052.41",276233
2/10/2017,TeleVenda,Vast,2302,"76,264.58",108971
2/10/2017,TeleVenda,Mindscape,1805,"80,959.25",221524
2/10/2017,Porta a Porta,Mindscape,814,"29,743.49",98852
2/10/2017,TeleVenda,Mindscape,127,"8,685.33",15457
2/10/2017,Telegrafo,Ellipsis,45,"2,461.26",2540
2/10/2017,Telegrafo,Arena,100,"5,481.92",14003
2/11/2017,Telegrafo,Arena,110,"6,551.35",16115
2/11/2017,Porta a Porta,Ellipsis,590,"17,262.06",32433
2/11/2017,Porta a Porta,Vast,868,"23,727.13",39486
2/11/2017,TeleVenda,Mindscape,116,"9,185.99",15002
2/11/2017,TeleVenda,Vast,2175,"77,206.93",101335
2/11/2017,Telegrafo,Mindscape,88,"5,878.59",11830
2/11/2017,Telegrafo,Vast,79,"5,470.90",3451
2/11/2017,TeleVenda,Arena,185,"13,291.27",27444
2/11/2017,TeleVenda,Mindscape,1489,"68,766.01",184297
2/11/2017,Porta a Porta,Arena,732,"31,157.25",110137
2/11/2017,Porta a Porta,Mindscape,677,"26,097.86",83528
2/11/2017,TeleVenda,Ellipsis,1571,"52,543.19",87708
2/11/2017,TeleVenda,Vast,242,"16,695.22",11939
2/11/2017,TeleVenda,Arena,1664,"68,280.14",251185
2/11/2017,TeleVenda,Ellipsis,188,"11,616.28",11191
2/11/2017,Telegrafo,Ellipsis,47,"2,715.33",2501
2/12/2017,Telegrafo,Ellipsis,55,"3,346.77",3452
2/12/2017,TeleVenda,Ellipsis,65,"3,791.87",3891
2/12/2017,TeleVenda,Ellipsis,804,"15,727.18",48402
2/12/2017,TeleVenda,Arena,843,"25,961.17",129183
2/12/2017,TeleVenda,Vast,104,"6,543.90",5282
2/12/2017,Telegrafo,Vast,58,"2,137.05",2691
2/12/2017,Telegrafo,Arena,61,"3,647.61",9020
2/12/2017,Porta a Porta,Arena,753,"27,980.54",113636
2/12/2017,TeleVenda,Arena,84,"5,338.75",12338
2/12/2017,Porta a Porta,Mindscape,586,"18,512.82",71215
2/12/2017,Telegrafo,Mindscape,51,"3,219.43",6368
2/12/2017,Porta a Porta,Vast,902,"18,344.97",42195
2/12/2017,TeleVenda,Mindscape,48,"2,855.94",6279
2/12/2017,Porta a Porta,Ellipsis,911,"19,351.32",54717
2/12/2017,TeleVenda,Vast,890,"17,261.51",42284
2/12/2017,TeleVenda,Mindscape,629,"18,502.43",77766
2/13/2017,Telegrafo,Ellipsis,46,"2,022.13",2701
2/13/2017,Porta a Porta,Vast,762,"15,166.40",35931
2/13/2017,TeleVenda,Vast,96,"5,271.48",4483
2/13/2017,TeleVenda,Ellipsis,658,"13,457.39",38563
2/13/2017,TeleVenda,Mindscape,715,"21,521.23",87797
2/13/2017,TeleVenda,Arena,91,"5,548.93",13141
2/13/2017,TeleVenda,Ellipsis,74,"3,947.18",4335
2/13/2017,Porta a Porta,Arena,526,"20,043.63",74060
2/13/2017,Porta a Porta,Mindscape,570,"17,284.37",69559
2/13/2017,Porta a Porta,Ellipsis,638,"14,059.03",35710
2/13/2017,Telegrafo,Mindscape,52,"2,776.64",7084
2/13/2017,TeleVenda,Arena,915,"28,820.53",137257
2/13/2017,TeleVenda,Vast,816,"15,531.23",39084
2/13/2017,TeleVenda,Mindscape,40,"2,671.09",5403
2/13/2017,Telegrafo,Arena,77,"4,503.71",11290
2/13/2017,Telegrafo,Vast,51,"1,931.17",2548
2/14/2017,TeleVenda,Mindscape,610,"16,168.49",74426
2/14/2017,Porta a Porta,Ellipsis,783,"16,946.57",41629
2/14/2017,Telegrafo,Mindscape,33,"1,724.10",4510
2/14/2017,TeleVenda,Vast,852,"16,953.27",40538
2/14/2017,Porta a Porta,Arena,577,"22,545.50",80814
2/14/2017,Porta a Porta,Mindscape,654,"20,291.17",78240
2/14/2017,Telegrafo,Arena,42,"2,249.26",5993
2/14/2017,Porta a Porta,Vast,992,"19,325.41",46811
2/14/2017,TeleVenda,Vast,82,"3,977.41",4073
2/14/2017,TeleVenda,Ellipsis,56,"2,559.92",3396
2/14/2017,Telegrafo,Vast,49,"1,986.04",2261
2/14/2017,TeleVenda,Arena,773,"24,060.75",113221
2/14/2017,TeleVenda,Ellipsis,649,"13,529.14",36058
2/14/2017,TeleVenda,Arena,71,"4,304.45",10594
2/14/2017,TeleVenda,Mindscape,33,"1,821.39",3738
2/14/2017,Telegrafo,Ellipsis,42,"1,541.56",2365
2/15/2017,Porta a Porta,Vast,1339,"34,966.80",62759
2/15/2017,Telegrafo,Mindscape,88,"6,333.38",10871
2/15/2017,TeleVenda,Ellipsis,227,"13,929.60",13692
2/15/2017,TeleVenda,Mindscape,116,"8,039.02",13259
2/15/2017,Telegrafo,Arena,102,"7,016.91",14791
2/15/2017,TeleVenda,Mindscape,1658,"72,369.25",200645
2/15/2017,Telegrafo,Ellipsis,59,"3,339.73",3306
2/15/2017,TeleVenda,Ellipsis,1580,"49,376.96",87055
2/15/2017,Porta a Porta,Mindscape,996,"34,985.69",114772
2/15/2017,TeleVenda,Arena,168,"12,282.29",25144
2/15/2017,TeleVenda,Vast,2352,"78,858.82",109448
2/15/2017,TeleVenda,Arena,1585,"65,090.19",234077
2/15/2017,Porta a Porta,Arena,822,"36,160.19",116993
2/15/2017,Porta a Porta,Ellipsis,963,"26,214.56",51498
2/15/2017,TeleVenda,Vast,252,"15,347.16",12993
2/15/2017,Telegrafo,Vast,80,"4,008.23",3698
2/16/2017,TeleVenda,Mindscape,1720,"69,838.67",203492
2/16/2017,TeleVenda,Arena,1638,"66,672.22",243265
2/16/2017,Telegrafo,Mindscape,82,"5,210.75",9507
2/16/2017,Porta a Porta,Arena,694,"31,555.45",99614
2/16/2017,Telegrafo,Arena,80,"5,019.16",11169
2/16/2017,TeleVenda,Vast,2285,"72,685.91",106151
2/16/2017,Porta a Porta,Vast,1048,"28,147.25",51008
2/16/2017,TeleVenda,Mindscape,148,"9,408.27",16522
2/16/2017,TeleVenda,Arena,193,"12,380.85",28853
2/16/2017,TeleVenda,Ellipsis,1464,"44,807.44",80556
2/16/2017,Porta a Porta,Ellipsis,736,"21,492.77",39845
2/16/2017,Telegrafo,Vast,90,"4,103.01",4634
2/16/2017,Telegrafo,Ellipsis,54,"3,628.29",3234
2/16/2017,TeleVenda,Vast,299,"17,440.79",15095
2/16/2017,Porta a Porta,Mindscape,1032,"34,884.66",117190
2/16/2017,TeleVenda,Ellipsis,256,"16,929.67",15681
2/17/2017,Porta a Porta,Vast,1052,"27,193.58",50576
2/17/2017,TeleVenda,Arena,195,"13,110.91",28712
2/17/2017,Porta a Porta,Arena,705,"31,574.82",101961
2/17/2017,TeleVenda,Arena,1677,"67,056.37",249116
2/17/2017,Telegrafo,Ellipsis,44,"2,983.74",2457
2/17/2017,TeleVenda,Ellipsis,220,"14,013.54",13251
2/17/2017,TeleVenda,Vast,2232,"70,171.00",104181
2/17/2017,TeleVenda,Ellipsis,1457,"43,734.00",80212
2/17/2017,Telegrafo,Vast,69,"3,520.61",3275
2/17/2017,Telegrafo,Mindscape,81,"5,718.17",11136
2/17/2017,Telegrafo,Arena,96,"4,907.12",13620
2/17/2017,TeleVenda,Mindscape,120,"8,545.73",14362
2/17/2017,Porta a Porta,Mindscape,1011,"35,010.90",113038
2/17/2017,TeleVenda,Mindscape,1702,"71,194.41",202982
2/17/2017,Porta a Porta,Ellipsis,718,"20,975.34",38912
2/17/2017,TeleVenda,Vast,266,"15,769.07",12821
2/18/2017,TeleVenda,Arena,175,"12,806.58",24627
2/18/2017,Porta a Porta,Ellipsis,855,"24,663.95",47623
2/18/2017,TeleVenda,Mindscape,110,"8,065.87",13725
2/18/2017,TeleVenda,Vast,2834,"92,007.17",133618
2/18/2017,Telegrafo,Vast,85,"3,183.26",4013
2/18/2017,TeleVenda,Ellipsis,238,"14,166.97",14693
2/18/2017,Telegrafo,Arena,112,"5,614.52",15839
2/18/2017,Telegrafo,Mindscape,87,"3,807.70",9651
2/18/2017,Porta a Porta,Arena,1031,"40,392.71",142933
2/18/2017,TeleVenda,Mindscape,1901,"83,106.15",225296
